ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Tarifa
256,2019-06-24,REC,POA,1.1,179.98,323.96,0,Normal,47,94%,SkyFast Airlines,Standard
257,2022-04-18,CWB,CGH,1.5,206.97,372.55,0,Normal,3,90%,SkyFast Airlines,Flex
258,2019-08-11,SSA,VIX,3.2,321.91,482.87,0,Normal,21,91%,SkyFast Airlines,Standard
259,2022-01-09,BSB,POA,3.1,297.42,446.13,0,Alta,25,88%,SkyFast Airlines,Flex
260,2020-08-09,FLN,REC,2.0,104.46,199.0,0,Normal,31,65%,SkyFast Airlines,Standard
261,2019-03-01,CGH,POA,2.8,461.84,692.76,0,Normal,50,91%,SkyFast Airlines,Flex
262,2024-02-18,POA,FLN,1.7,171.24,308.23,0,Alta,23,85%,SkyFast Airlines,Promocional
263,2023-10-07,POA,REC,1.3,150.73,226.09,0,Normal,59,89%,SkyFast Airlines,Promocional
264,2021-07-05,SDU,CNF,1.5,245.72,368.58,0,Alta,29,87%,SkyFast Airlines,Flex
265,2022-07-10,SDU,FLN,1.2,251.74,377.61,0,Alta,43,87%,SkyFast Airlines,Standard
266,2023-05-21,CWB,CNF,1.1,136.44,204.66,0,Normal,15,88%,SkyFast Airlines,Flex
267,2019-01-07,CWB,SDU,2.3,246.07,369.11,0,Alta,48,87%,SkyFast Airlines,Standard
268,2022-04-01,SSA,CGH,2.5,369.33,664.79,0,Normal,11,86%,SkyFast Airlines,Standard
269,2019-02-04,SDU,CWB,2.2,387.77,581.65,0,Alta,20,93%,SkyFast Airlines,Promocional
270,2022-09-16,POA,SDU,1.1,187.96,281.94,0,Normal,60,93%,SkyFast Airlines,Flex
271,2023-03-25,BSB,CWB,3.3,512.87,769.31,0,Normal,17,86%,SkyFast Airlines,Promocional
272,2020-08-11,FOR,CGH,1.8,127.58,199.0,0,Normal,47,76%,SkyFast Airlines,Flex
273,2022-12-24,FOR,CGH,1.4,243.37,365.06,0,Alta,59,93%,SkyFast Airlines,Promocional
274,2021-09-22,SSA,CWB,1.3,115.41,199.0,0,Normal,1,75%,SkyFast Airlines,Flex
275,2022-02-10,CWB,GRU,1.8,236.23,354.34,0,Alta,6,93%,SkyFast Airlines,Flex
276,2023-11-04,GRU,SSA,2.8,436.83,786.29,0,Normal,33,90%,SkyFast Airlines,Promocional
277,2024-03-03,REC,GRU,2.2,303.52,455.28,0,Normal,21,85%,SkyFast Airlines,Flex
278,2023-09-19,BSB,SSA,1.6,283.7,425.55,0,Normal,13,93%,SkyFast Airlines,Promocional
279,2023-06-01,POA,FOR,1.2,99.0,199.0,0,Normal,38,95%,SkyFast Airlines,Standard
280,2021-11-15,GIG,FOR,1.5,184.75,332.55,0,Normal,19,81%,SkyFast Airlines,Flex
281,2024-04-05,FLN,SSA,2.0,214.42,321.63,0,Normal,11,95%,SkyFast Airlines,Promocional
282,2021-05-15,REC,SSA,1.2,163.17,244.75,0,Normal,12,78%,SkyFast Airlines,Promocional
283,2019-02-10,GRU,GIG,1.2,171.24,256.86,0,Alta,30,92%,SkyFast Airlines,Standard
284,2024-12-13,FLN,CWB,1.6,268.78,403.17,0,Alta,18,91%,SkyFast Airlines,Flex
285,2023-03-26,FOR,GIG,1.5,218.82,328.23,0,Normal,11,89%,SkyFast Airlines,Promocional
286,2023-04-05,SSA,FOR,3.3,416.87,625.31,0,Normal,21,90%,SkyFast Airlines,Flex
287,2021-10-04,REC,CGH,2.4,272.91,409.37,0,Normal,20,89%,SkyFast Airlines,Promocional
288,2022-04-16,CNF,GRU,2.6,367.55,551.33,0,Normal,59,90%,SkyFast Airlines,Flex
289,2024-02-03,GIG,BSB,2.9,336.96,606.53,0,Alta,4,89%,SkyFast Airlines,Flex
290,2022-05-28,GRU,SSA,1.5,133.17,199.75,0,Normal,20,93%,SkyFast Airlines,Promocional
291,2020-01-28,POA,CNF,1.9,240.35,432.63,0,Alta,26,78%,SkyFast Airlines,Promocional
292,2021-09-04,FLN,SDU,1.6,168.51,252.76,0,Normal,32,76%,SkyFast Airlines,Promocional
293,2023-11-24,FOR,SSA,1.5,236.39,425.5,0,Normal,16,89%,SkyFast Airlines,Standard
294,2024-06-16,CGH,REC,3.3,463.55,695.33,0,Normal,9,89%,SkyFast Airlines,Promocional
295,2024-09-04,CGH,GIG,2.6,324.77,584.59,0,Normal,43,89%,SkyFast Airlines,Standard
296,2023-10-25,GRU,CWB,3.3,509.12,763.68,0,Normal,51,90%,SkyFast Airlines,Standard
297,2023-08-02,CWB,POA,1.6,256.54,384.81,0,Normal,47,85%,SkyFast Airlines,Flex
298,2022-04-20,POA,BSB,1.0,155.18,232.77,0,Normal,40,88%,SkyFast Airlines,Standard
299,2023-09-19,CNF,FLN,3.1,305.4,458.1,0,Normal,19,86%,SkyFast Airlines,Promocional
300,2024-05-24,CWB,REC,2.6,404.27,606.4,0,Normal,55,86%,SkyFast Airlines,Promocional
301,2023-09-02,FLN,GIG,2.2,289.75,521.55,0,Normal,6,93%,SkyFast Airlines,Standard
302,2023-12-09,VIX,REC,2.9,464.82,697.23,0,Alta,1,91%,SkyFast Airlines,Promocional
303,2019-07-20,POA,CNF,1.5,152.43,274.37,0,Alta,40,86%,SkyFast Airlines,Standard
304,2022-07-10,FOR,GIG,2.2,227.46,409.43,0,Alta,15,88%,SkyFast Airlines,Standard
305,2019-08-06,CWB,FLN,2.8,475.94,713.91,0,Normal,31,89%,SkyFast Airlines,Flex
306,2020-10-09,SDU,CWB,1.9,151.34,227.01,0,Normal,38,66%,SkyFast Airlines,Promocional
307,2022-11-02,FOR,GRU,2.1,153.58,230.37,0,Normal,2,94%,SkyFast Airlines,Standard
308,2021-11-06,CNF,REC,2.8,205.57,308.36,0,Normal,59,86%,SkyFast Airlines,Flex
309,2024-10-03,SSA,FOR,2.1,328.14,492.21,0,Normal,50,94%,SkyFast Airlines,Flex
310,2021-04-05,GRU,CWB,1.5,158.68,238.02,0,Normal,52,82%,SkyFast Airlines,Flex
311,2024-01-07,GRU,BSB,2.9,518.92,778.38,0,Alta,1,85%,SkyFast Airlines,Promocional
312,2022-04-19,CWB,POA,1.0,170.44,255.66,0,Normal,30,85%,SkyFast Airlines,Standard
313,2021-01-17,FLN,GRU,2.5,271.34,407.01,0,Alta,38,82%,SkyFast Airlines,Promocional
314,2023-06-15,POA,GRU,1.1,158.19,284.74,0,Normal,7,87%,SkyFast Airlines,Flex
315,2022-08-21,CWB,GRU,1.6,255.36,383.04,0,Normal,9,91%,SkyFast Airlines,Promocional
316,2022-05-18,REC,POA,2.3,372.85,559.28,0,Normal,47,88%,SkyFast Airlines,Flex
317,2020-08-22,CWB,SDU,1.0,122.62,199.0,0,Normal,56,63%,SkyFast Airlines,Promocional
318,2024-09-03,FLN,SDU,1.6,248.1,372.15,0,Normal,59,85%,SkyFast Airlines,Standard
319,2023-09-02,CWB,FOR,1.8,294.77,442.15,0,Normal,7,93%,SkyFast Airlines,Flex
320,2024-02-16,VIX,FOR,1.6,344.4,516.6,0,Alta,48,92%,SkyFast Airlines,Flex
321,2023-08-22,SDU,CWB,2.8,410.41,738.74,0,Normal,17,88%,SkyFast Airlines,Flex
322,2023-05-20,SSA,CGH,2.2,297.39,535.3,0,Normal,14,93%,SkyFast Airlines,Promocional
323,2023-08-22,VIX,SSA,1.1,108.74,199.0,0,Normal,10,88%,SkyFast Airlines,Standard
324,2023-01-26,CWB,CNF,2.2,481.59,722.38,0,Alta,17,90%,SkyFast Airlines,Promocional
325,2022-11-10,BSB,GRU,1.7,182.11,273.17,0,Normal,22,92%,SkyFast Airlines,Standard
326,2023-08-22,CNF,FOR,3.0,451.17,812.11,0,Normal,2,92%,SkyFast Airlines,Standard
327,2019-08-21,SSA,CGH,1.9,262.92,394.38,0,Normal,29,95%,SkyFast Airlines,Standard
328,2019-07-12,CWB,CGH,3.0,607.07,1092.73,0,Alta,52,85%,SkyFast Airlines,Flex
329,2023-11-11,FOR,CNF,1.6,245.9,368.85,0,Normal,46,86%,SkyFast Airlines,Promocional
330,2019-02-10,REC,GIG,1.1,210.15,378.27,0,Alta,31,86%,SkyFast Airlines,Standard
331,2019-06-10,CWB,SSA,3.0,569.88,854.82,0,Normal,22,90%,SkyFast Airlines,Standard
332,2021-02-03,SDU,GIG,2.3,265.85,398.78,0,Alta,9,81%,SkyFast Airlines,Standard
333,2021-05-02,VIX,CWB,3.3,461.09,691.63,0,Normal,23,83%,SkyFast Airlines,Promocional
334,2019-12-19,POA,VIX,1.9,205.09,369.16,0,Alta,22,89%,SkyFast Airlines,Flex
335,2021-08-28,FOR,REC,3.2,236.06,424.91,0,Normal,38,87%,SkyFast Airlines,Standard
336,2022-11-21,FLN,SSA,2.5,186.04,279.06,0,Normal,42,94%,SkyFast Airlines,Promocional
337,2022-01-02,FOR,BSB,2.5,343.3,514.95,0,Alta,42,87%,SkyFast Airlines,Flex
338,2021-02-10,CGH,BSB,1.4,294.94,442.41,0,Alta,10,83%,SkyFast Airlines,Promocional
339,2021-10-27,CNF,FOR,1.1,138.99,208.49,0,Normal,47,89%,SkyFast Airlines,Flex
340,2021-01-17,FOR,REC,1.4,212.25,318.38,0,Alta,60,86%,SkyFast Airlines,Standard
341,2019-05-21,POA,FLN,1.3,213.0,319.5,0,Normal,7,85%,SkyFast Airlines,Promocional
342,2019-01-04,FOR,GIG,2.6,365.72,548.58,0,Alta,35,85%,SkyFast Airlines,Standard
343,2024-11-12,GRU,POA,2.8,325.74,488.61,0,Normal,3,89%,SkyFast Airlines,Standard
344,2024-06-01,BSB,SDU,2.2,186.66,335.99,0,Normal,44,92%,SkyFast Airlines,Standard
345,2021-03-18,CWB,SSA,2.8,374.79,674.62,0,Normal,52,78%,SkyFast Airlines,Flex
346,2022-05-27,SSA,REC,2.3,384.83,577.25,0,Normal,41,89%,SkyFast Airlines,Standard
347,2024-03-10,REC,CGH,2.7,269.99,404.99,0,Normal,7,90%,SkyFast Airlines,Standard
348,2022-04-28,REC,CWB,1.3,166.81,250.22,0,Normal,43,91%,SkyFast Airlines,Flex
349,2022-03-03,FLN,POA,1.1,102.84,199.0,0,Normal,49,92%,SkyFast Airlines,Standard
350,2019-02-24,GRU,FOR,2.0,330.94,496.41,0,Alta,38,87%,SkyFast Airlines,Promocional
351,2024-02-10,VIX,CWB,1.1,149.98,224.97,0,Alta,55,91%,SkyFast Airlines,Promocional
352,2024-11-06,REC,CGH,2.3,281.78,422.67,0,Normal,4,93%,SkyFast Airlines,Flex
353,2020-02-25,CWB,FOR,2.1,190.17,342.31,0,Alta,58,61%,SkyFast Airlines,Flex
354,2023-05-26,VIX,SDU,2.2,291.27,524.29,0,Normal,29,86%,SkyFast Airlines,Promocional
355,2022-06-04,REC,VIX,1.5,220.73,397.31,0,Normal,30,94%,SkyFast Airlines,Promocional
356,2022-05-01,GRU,REC,2.0,189.45,284.17,0,Normal,60,85%,SkyFast Airlines,Promocional
357,2024-05-19,CGH,FOR,2.8,286.17,515.11,0,Normal,25,91%,SkyFast Airlines,Flex
358,2022-11-12,SDU,REC,1.3,208.08,312.12,0,Normal,23,92%,SkyFast Airlines,Promocional
359,2023-08-04,POA,FOR,2.5,296.2,444.3,0,Normal,43,85%,SkyFast Airlines,Flex
360,2022-10-26,SDU,CGH,1.2,112.15,199.0,0,Normal,9,90%,SkyFast Airlines,Standard
361,2023-01-07,GIG,SDU,1.5,227.3,409.14,0,Alta,17,93%,SkyFast Airlines,Flex
362,2019-06-13,GRU,BSB,3.0,357.25,535.88,0,Normal,47,86%,SkyFast Airlines,Promocional
363,2021-07-25,CWB,SDU,1.9,178.47,321.25,0,Alta,52,81%,SkyFast Airlines,Promocional
364,2020-02-12,FLN,CWB,1.1,126.86,199.0,0,Alta,8,66%,SkyFast Airlines,Standard
365,2019-11-18,BSB,POA,2.3,327.67,491.5,0,Normal,38,92%,SkyFast Airlines,Standard
366,2020-08-22,VIX,FLN,1.2,99.0,199.0,0,Normal,13,61%,SkyFast Airlines,Flex
367,2019-02-13,POA,GRU,2.7,496.21,744.31,0,Alta,26,91%,SkyFast Airlines,Promocional
368,2019-02-06,SSA,POA,1.3,229.1,343.65,0,Alta,36,85%,SkyFast Airlines,Flex
369,2022-11-19,FLN,CGH,3.1,360.32,540.48,0,Normal,27,91%,SkyFast Airlines,Flex
370,2024-11-03,SDU,VIX,2.1,387.29,580.94,0,Normal,16,91%,SkyFast Airlines,Standard
371,2019-04-17,BSB,SSA,3.3,548.18,822.27,0,Normal,40,91%,SkyFast Airlines,Standard
372,2019-11-25,FLN,CNF,3.0,257.12,462.82,0,Normal,27,85%,SkyFast Airlines,Standard
373,2023-05-27,VIX,POA,2.7,374.5,561.75,0,Normal,6,94%,SkyFast Airlines,Standard
374,2022-08-22,CWB,VIX,1.7,300.74,451.11,0,Normal,19,92%,SkyFast Airlines,Flex
375,2022-07-21,GRU,SSA,1.1,112.86,199.0,0,Alta,34,85%,SkyFast Airlines,Standard
376,2020-01-13,SSA,CNF,1.9,191.23,344.21,0,Alta,1,60%,SkyFast Airlines,Flex
377,2022-04-05,SDU,POA,1.1,145.95,218.92,0,Normal,6,95%,SkyFast Airlines,Promocional
378,2020-07-20,CGH,FLN,2.5,295.6,443.4,0,Alta,8,72%,SkyFast Airlines,Promocional
379,2019-11-10,VIX,SDU,2.2,277.05,415.58,0,Normal,31,94%,SkyFast Airlines,Standard
380,2024-07-19,GIG,CNF,1.7,281.52,422.28,0,Alta,23,85%,SkyFast Airlines,Promocional
381,2019-07-20,VIX,POA,2.9,334.23,501.35,0,Alta,52,86%,SkyFast Airlines,Flex
382,2021-12-09,GRU,GIG,1.6,244.19,366.28,0,Alta,46,76%,SkyFast Airlines,Flex
383,2024-10-03,REC,SDU,1.4,190.16,342.29,0,Normal,11,91%,SkyFast Airlines,Flex
384,2024-10-10,GIG,BSB,1.6,202.52,364.54,0,Normal,58,89%,SkyFast Airlines,Standard
385,2021-09-23,POA,CNF,3.5,290.53,435.79,0,Normal,26,85%,SkyFast Airlines,Standard
386,2024-01-01,FOR,VIX,2.1,362.81,544.22,0,Alta,26,90%,SkyFast Airlines,Flex
387,2022-09-11,FLN,REC,1.0,168.83,253.25,0,Normal,7,90%,SkyFast Airlines,Standard
388,2023-11-17,BSB,CGH,2.6,227.88,410.18,0,Normal,39,95%,SkyFast Airlines,Flex
389,2019-01-26,FOR,VIX,1.4,136.17,204.25,0,Alta,6,90%,SkyFast Airlines,Flex
390,2019-02-09,REC,BSB,1.8,187.39,281.08,0,Alta,19,95%,SkyFast Airlines,Promocional
391,2022-05-01,REC,FOR,1.0,129.06,199.0,0,Normal,9,86%,SkyFast Airlines,Flex
392,2019-03-12,GRU,CNF,1.9,280.84,421.26,0,Normal,27,93%,SkyFast Airlines,Standard
393,2022-11-01,CWB,REC,1.1,165.9,248.85,0,Normal,28,87%,SkyFast Airlines,Standard
394,2021-07-14,SSA,FLN,1.4,199.97,359.95,0,Alta,14,79%,SkyFast Airlines,Standard
395,2021-12-28,REC,CWB,3.0,627.08,940.62,0,Alta,28,82%,SkyFast Airlines,Flex
396,2022-07-04,POA,BSB,3.4,549.96,989.93,0,Alta,44,88%,SkyFast Airlines,Standard
397,2023-06-06,CGH,GIG,1.6,173.75,260.62,0,Normal,17,90%,SkyFast Airlines,Flex
398,2020-08-20,CGH,GRU,1.5,173.8,260.7,0,Normal,58,77%,SkyFast Airlines,Promocional
399,2023-02-05,SDU,SSA,1.5,236.24,354.36,0,Alta,54,88%,SkyFast Airlines,Standard
400,2022-11-09,CGH,SDU,1.0,99.0,199.0,0,Normal,45,92%,SkyFast Airlines,Standard
401,2024-06-08,CNF,GIG,2.7,242.0,363.0,0,Normal,28,87%,SkyFast Airlines,Standard
402,2023-12-18,VIX,POA,2.1,219.76,395.57,0,Alta,24,90%,SkyFast Airlines,Standard
403,2021-08-06,FOR,GRU,2.1,219.37,394.87,0,Normal,12,82%,SkyFast Airlines,Promocional
404,2022-08-20,GIG,SSA,2.8,278.05,500.49,0,Normal,57,93%,SkyFast Airlines,Flex
405,2022-09-07,FLN,SSA,2.6,212.4,318.6,0,Normal,28,85%,SkyFast Airlines,Standard
406,2020-07-25,SDU,GIG,2.8,262.22,472.0,0,Alta,19,65%,SkyFast Airlines,Standard
407,2021-04-16,SSA,FLN,1.2,178.03,267.05,0,Normal,13,80%,SkyFast Airlines,Flex
408,2020-11-06,SSA,CNF,2.9,194.22,349.6,0,Normal,31,63%,SkyFast Airlines,Promocional
409,2024-01-26,REC,SSA,2.8,509.31,916.76,0,Alta,16,92%,SkyFast Airlines,Standard
410,2022-10-06,GRU,GIG,1.2,155.63,233.44,0,Normal,59,92%,SkyFast Airlines,Flex
411,2022-11-05,GRU,SDU,2.7,344.57,516.86,0,Normal,40,89%,SkyFast Airlines,Promocional
412,2019-07-23,SDU,CGH,2.6,523.38,785.07,0,Alta,51,93%,SkyFast Airlines,Flex
413,2022-07-14,BSB,POA,1.7,341.05,511.58,0,Alta,33,85%,SkyFast Airlines,Promocional
414,2023-09-23,SDU,BSB,2.7,402.78,604.17,0,Normal,40,92%,SkyFast Airlines,Flex
415,2023-10-05,CGH,CNF,2.3,327.31,490.97,0,Normal,40,85%,SkyFast Airlines,Promocional
416,2021-04-05,FOR,VIX,3.0,491.35,737.03,0,Normal,11,89%,SkyFast Airlines,Flex
417,2020-09-03,SSA,BSB,2.0,239.77,431.59,0,Normal,53,73%,SkyFast Airlines,Promocional
418,2021-12-22,CNF,REC,1.9,190.58,343.04,0,Alta,57,81%,SkyFast Airlines,Promocional
419,2022-12-08,REC,SDU,2.7,431.66,647.49,0,Alta,33,87%,SkyFast Airlines,Standard
420,2023-12-02,GIG,FLN,2.5,293.82,528.88,0,Alta,45,87%,SkyFast Airlines,Promocional
421,2019-10-22,GRU,BSB,3.3,444.08,799.34,0,Normal,2,94%,SkyFast Airlines,Flex
422,2023-09-02,POA,GIG,3.4,535.49,803.24,0,Normal,20,95%,SkyFast Airlines,Standard
423,2021-08-20,REC,GRU,1.2,103.36,199.0,0,Normal,39,81%,SkyFast Airlines,Standard
424,2023-09-04,FLN,REC,1.5,218.92,394.06,0,Normal,32,85%,SkyFast Airlines,Standard
425,2022-04-10,CGH,REC,2.5,382.97,574.46,0,Normal,5,86%,SkyFast Airlines,Standard
426,2022-04-19,POA,CWB,1.7,146.16,219.24,0,Normal,45,85%,SkyFast Airlines,Standard
427,2019-09-03,REC,CGH,3.2,429.27,643.9,0,Normal,4,87%,SkyFast Airlines,Promocional
428,2019-06-26,GIG,REC,1.7,269.23,484.61,0,Normal,11,94%,SkyFast Airlines,Flex
429,2022-10-28,GRU,REC,2.3,216.82,325.23,0,Normal,24,88%,SkyFast Airlines,Promocional
430,2021-03-08,SSA,POA,1.4,181.61,326.9,0,Normal,18,89%,SkyFast Airlines,Standard
431,2022-11-27,SSA,GIG,2.9,531.81,797.71,0,Normal,8,93%,SkyFast Airlines,Standard
432,2023-12-01,SDU,FOR,3.0,514.38,771.57,0,Alta,8,89%,SkyFast Airlines,Promocional
433,2022-05-15,SSA,POA,1.1,103.84,199.0,0,Normal,3,86%,SkyFast Airlines,Standard
434,2019-04-01,VIX,GRU,1.4,171.59,257.38,0,Normal,31,86%,SkyFast Airlines,Standard
435,2021-12-17,SDU,FLN,2.5,389.38,584.07,0,Alta,8,82%,SkyFast Airlines,Promocional
436,2019-02-19,FOR,VIX,2.3,298.61,447.92,0,Alta,6,87%,SkyFast Airlines,Flex
437,2023-04-14,GIG,VIX,2.2,336.87,505.31,0,Normal,28,86%,SkyFast Airlines,Standard
438,2023-09-08,SSA,SDU,1.0,139.88,251.78,0,Normal,7,89%,SkyFast Airlines,Promocional
439,2022-11-25,FOR,SDU,3.2,500.81,751.22,0,Normal,47,87%,SkyFast Airlines,Flex
440,2023-06-23,REC,GRU,1.6,207.06,372.71,0,Normal,32,87%,SkyFast Airlines,Promocional
441,2023-05-15,VIX,SDU,1.7,180.47,324.85,0,Normal,43,89%,SkyFast Airlines,Flex
442,2023-09-26,FOR,SSA,2.0,231.62,347.43,0,Normal,47,93%,SkyFast Airlines,Promocional
443,2023-11-01,SDU,CGH,2.3,333.29,599.92,0,Normal,37,88%,SkyFast Airlines,Standard
444,2020-12-15,BSB,CWB,2.5,272.0,489.6,0,Alta,59,73%,SkyFast Airlines,Standard
445,2022-01-06,FOR,SSA,2.1,318.25,477.38,0,Alta,31,95%,SkyFast Airlines,Standard
446,2023-02-18,REC,CGH,1.1,113.74,199.0,0,Alta,52,94%,SkyFast Airlines,Flex
447,2023-07-12,SSA,VIX,3.0,495.43,743.14,0,Alta,50,95%,SkyFast Airlines,Promocional
448,2019-07-04,SSA,CGH,3.1,571.21,1028.18,0,Alta,7,91%,SkyFast Airlines,Promocional
449,2021-11-23,BSB,SDU,2.5,382.23,573.35,0,Normal,40,84%,SkyFast Airlines,Promocional
450,2019-06-15,CGH,VIX,2.9,423.25,634.88,0,Normal,54,90%,SkyFast Airlines,Promocional
451,2019-02-11,FOR,BSB,1.3,150.9,226.35,0,Alta,3,91%,SkyFast Airlines,Flex
452,2023-08-16,REC,CNF,2.0,231.03,346.55,0,Normal,23,91%,SkyFast Airlines,Flex
453,2021-01-10,SSA,FOR,2.8,580.39,1044.7,0,Alta,50,81%,SkyFast Airlines,Standard
454,2023-11-17,GRU,GIG,2.9,304.23,456.35,0,Normal,7,85%,SkyFast Airlines,Promocional
455,2019-09-17,FLN,GIG,3.1,319.96,479.94,0,Normal,56,91%,SkyFast Airlines,Standard
456,2022-10-02,FOR,FLN,2.5,364.27,546.4,0,Normal,51,86%,SkyFast Airlines,Flex
457,2023-08-09,FLN,SDU,1.8,266.9,400.35,0,Normal,57,88%,SkyFast Airlines,Standard
458,2023-04-03,FOR,CWB,1.3,175.21,315.38,0,Normal,42,89%,SkyFast Airlines,Standard
459,2024-09-24,FLN,GRU,1.1,183.35,275.02,0,Normal,25,92%,SkyFast Airlines,Flex
460,2020-06-20,GRU,VIX,2.8,177.8,266.7,0,Normal,44,72%,SkyFast Airlines,Flex
461,2022-07-12,CWB,SSA,2.8,488.93,733.39,0,Alta,22,87%,SkyFast Airlines,Flex
462,2023-10-02,VIX,CWB,3.3,463.32,694.98,0,Normal,36,85%,SkyFast Airlines,Promocional
463,2023-04-11,POA,FOR,2.9,324.56,486.84,0,Normal,8,87%,SkyFast Airlines,Standard
464,2023-07-05,SSA,FLN,2.0,218.19,392.74,0,Alta,9,94%,SkyFast Airlines,Flex
465,2022-10-16,GIG,CGH,2.2,370.88,556.32,0,Normal,36,94%,SkyFast Airlines,Flex
466,2021-12-06,SSA,GIG,2.8,449.77,674.65,0,Alta,28,88%,SkyFast Airlines,Standard
467,2022-09-27,GRU,VIX,3.2,505.59,910.06,0,Normal,48,86%,SkyFast Airlines,Standard
468,2020-08-07,SSA,REC,2.4,152.0,228.0,0,Normal,59,79%,SkyFast Airlines,Promocional
469,2021-10-21,FOR,CGH,2.2,261.8,392.7,0,Normal,24,89%,SkyFast Airlines,Standard
470,2020-12-18,VIX,GIG,1.7,161.83,242.75,0,Alta,24,79%,SkyFast Airlines,Flex
471,2019-10-24,REC,VIX,2.7,278.69,418.03,0,Normal,37,91%,SkyFast Airlines,Promocional
472,2022-10-17,VIX,POA,3.5,363.7,545.55,0,Normal,20,88%,SkyFast Airlines,Flex
473,2023-04-09,POA,CNF,2.8,485.83,874.49,0,Normal,41,94%,SkyFast Airlines,Promocional
474,2024-04-28,VIX,GIG,1.1,165.75,248.62,0,Normal,11,86%,SkyFast Airlines,Standard
475,2021-04-17,CWB,REC,2.6,363.01,653.42,0,Normal,54,89%,SkyFast Airlines,Promocional
476,2023-05-09,SDU,SSA,2.6,431.61,647.41,0,Normal,44,87%,SkyFast Airlines,Flex
477,2021-06-08,VIX,CWB,1.8,261.02,469.84,0,Normal,4,79%,SkyFast Airlines,Promocional
478,2024-12-25,VIX,SDU,2.3,369.77,554.65,0,Alta,6,90%,SkyFast Airlines,Promocional
479,2019-06-15,FLN,GIG,2.6,234.44,351.66,0,Normal,35,91%,SkyFast Airlines,Promocional
480,2024-11-14,CNF,POA,2.6,258.25,464.85,0,Normal,1,93%,SkyFast Airlines,Promocional
481,2019-09-18,SDU,POA,2.8,338.77,508.15,0,Normal,7,87%,SkyFast Airlines,Standard
482,2024-11-20,GRU,CNF,2.8,545.79,818.68,0,Normal,13,89%,SkyFast Airlines,Standard
483,2019-12-18,CWB,CNF,1.7,400.56,600.84,0,Alta,54,93%,SkyFast Airlines,Flex
484,2021-04-02,CWB,FLN,2.9,322.89,484.33,0,Normal,17,78%,SkyFast Airlines,Promocional
485,2021-08-28,SDU,REC,2.9,389.17,583.75,0,Normal,13,86%,SkyFast Airlines,Promocional
486,2019-11-07,POA,FLN,3.4,272.8,409.2,0,Normal,18,89%,SkyFast Airlines,Promocional
487,2021-03-07,VIX,SDU,1.5,163.34,245.01,0,Normal,57,77%,SkyFast Airlines,Flex
488,2024-08-11,POA,VIX,3.1,586.89,880.34,0,Normal,13,91%,SkyFast Airlines,Flex
489,2022-05-08,CNF,POA,2.6,306.63,551.93,0,Normal,25,95%,SkyFast Airlines,Flex
490,2021-09-11,CGH,GRU,1.1,186.04,334.87,0,Normal,9,83%,SkyFast Airlines,Promocional
491,2020-08-01,BSB,SDU,2.8,169.05,253.58,0,Normal,26,65%,SkyFast Airlines,Promocional
492,2019-02-28,FLN,VIX,2.8,466.17,699.25,0,Alta,45,90%,SkyFast Airlines,Flex
493,2022-10-23,REC,BSB,2.1,271.71,407.56,0,Normal,39,91%,SkyFast Airlines,Standard
494,2023-07-12,CWB,POA,2.2,380.41,684.74,0,Alta,37,90%,SkyFast Airlines,Flex
495,2023-08-27,SDU,GRU,2.0,279.0,418.5,0,Normal,15,93%,SkyFast Airlines,Flex
496,2020-08-12,CGH,CNF,1.1,119.53,199.0,0,Normal,32,73%,SkyFast Airlines,Standard
497,2022-10-20,CGH,CWB,2.1,316.54,474.81,0,Normal,46,92%,SkyFast Airlines,Promocional
498,2022-03-23,VIX,POA,2.6,314.3,565.74,0,Normal,43,88%,SkyFast Airlines,Flex
499,2023-04-16,REC,CGH,2.6,322.91,484.37,0,Normal,20,95%,SkyFast Airlines,Promocional
500,2022-11-15,CGH,GRU,1.6,293.81,440.72,0,Normal,33,90%,SkyFast Airlines,Promocional
501,2020-03-09,GRU,CNF,2.7,251.29,376.94,0,Normal,41,77%,SkyFast Airlines,Flex
502,2021-03-13,SSA,REC,1.3,224.17,336.25,0,Normal,34,87%,SkyFast Airlines,Flex
503,2019-06-15,POA,FLN,3.5,409.28,613.92,0,Normal,58,87%,SkyFast Airlines,Standard
504,2022-01-28,CNF,SDU,2.4,310.61,559.1,0,Alta,21,89%,SkyFast Airlines,Promocional
505,2024-08-28,GIG,POA,2.2,226.45,407.61,0,Normal,48,94%,SkyFast Airlines,Promocional
506,2023-11-03,REC,GIG,1.3,185.75,334.35,0,Normal,14,95%,SkyFast Airlines,Standard
507,2022-09-26,GIG,SDU,1.9,300.72,451.08,0,Normal,51,89%,SkyFast Airlines,Promocional
508,2022-07-14,VIX,GRU,1.3,194.49,291.74,0,Alta,53,94%,SkyFast Airlines,Flex
509,2021-11-05,GIG,SDU,2.2,273.61,410.42,0,Normal,5,76%,SkyFast Airlines,Flex
510,2019-05-17,CNF,FLN,3.5,512.77,769.15,0,Normal,9,87%,SkyFast Airlines,Promocional
511,2023-04-08,POA,FLN,2.9,280.6,505.08,0,Normal,15,87%,SkyFast Airlines,Standard
512,2022-12-01,VIX,FOR,1.6,182.65,328.77,0,Alta,14,92%,SkyFast Airlines,Promocional
