ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Rota,Tamanho_Aviao
219,2019-03-25,REC,JPA,2.4,590.73,945.17,1299.61,Normal,21,83%,Air Regional Connect,Hub-Regional,E195
220,2021-02-25,VIX,SDU,2.3,523.91,838.26,1152.6,Normal,26,72%,Air Regional Connect,Regional-Regional,ATR72
221,2021-08-04,BSB,TBT,1.3,246.48,394.37,542.26,Normal,44,79%,Air Regional Connect,Hub-Regional,CRJ900
222,2020-02-15,POA,CGH,1.6,165.39,264.62,363.86,Normal,42,59%,Air Regional Connect,Hub-Regional,CRJ900
223,2021-03-13,REC,RBR,2.4,335.8,537.28,738.76,Normal,32,71%,Air Regional Connect,Hub-Regional,CRJ900
224,2022-09-11,FOR,VIX,2.2,485.78,777.25,1068.72,Normal,42,89%,Air Regional Connect,Hub-Regional,CRJ900
225,2024-12-11,GRU,NVT,1.4,277.37,443.79,610.21,Alta,14,77%,Air Regional Connect,Hub-Regional,ATR72
226,2022-08-18,GRU,CGR,0.9,174.18,278.69,383.2,Normal,19,73%,Air Regional Connect,Hub-Regional,ATR72
227,2021-04-06,CGR,UBA,1.8,229.31,366.9,504.48,Normal,18,64%,Air Regional Connect,Regional-Regional,CRJ900
228,2024-10-02,BSB,QDV,1.1,177.17,283.47,389.77,Normal,28,84%,Air Regional Connect,Hub-Regional,CRJ900
229,2019-01-05,PMW,VIX,2.2,451.57,722.51,993.45,Alta,38,77%,Air Regional Connect,Regional-Regional,E195
230,2021-01-17,POA,JPA,1.6,277.45,443.92,610.39,Alta,22,79%,Air Regional Connect,Hub-Regional,CRJ900
231,2023-09-28,TBT,IGZ,1.4,277.99,444.78,611.58,Normal,40,88%,Air Regional Connect,Regional-Regional,E190
232,2021-11-26,SOD,CGR,2.4,518.28,829.25,1140.22,Normal,40,62%,Air Regional Connect,Regional-Regional,ATR72
233,2023-08-07,AJU,THE,1.4,217.02,347.23,477.44,Normal,18,70%,Air Regional Connect,Regional-Regional,CRJ900
234,2019-01-06,POA,PVH,1.8,403.06,644.9,886.73,Alta,33,78%,Air Regional Connect,Hub-Regional,CRJ900
235,2019-03-01,GRU,THE,1.2,239.01,382.42,525.82,Normal,8,86%,Air Regional Connect,Hub-Regional,E195
236,2020-09-05,FOR,SLZ,2.3,474.9,759.84,1044.78,Normal,21,58%,Air Regional Connect,Hub-Regional,E195
237,2021-11-13,BSB,SDU,1.8,233.73,373.97,514.21,Normal,7,67%,Air Regional Connect,Hub-Regional,ATR72
238,2022-09-26,REC,SLZ,1.2,147.6,236.16,324.72,Normal,6,85%,Air Regional Connect,Hub-Regional,E190
239,2024-01-22,REC,THE,1.4,400.55,640.88,881.21,Alta,19,77%,Air Regional Connect,Hub-Regional,ATR72
240,2020-05-03,RBR,SDU,1.6,222.57,356.11,489.65,Normal,32,65%,Air Regional Connect,Regional-Regional,ATR72
241,2019-09-01,POA,UBA,1.0,146.14,233.82,321.51,Normal,9,77%,Air Regional Connect,Hub-Regional,CRJ900
242,2022-01-28,POA,JPA,1.4,333.7,533.92,734.14,Alta,44,73%,Air Regional Connect,Hub-Regional,E190
243,2022-02-25,REC,CGH,1.0,256.52,410.43,564.34,Normal,11,89%,Air Regional Connect,Hub-Regional,CRJ900
244,2020-03-27,GRU,SOD,1.1,132.92,212.67,300.0,Normal,29,57%,Air Regional Connect,Hub-Regional,E195
245,2021-10-07,POA,PMW,1.4,308.51,493.62,678.72,Normal,22,62%,Air Regional Connect,Hub-Regional,E190
246,2022-09-25,FOR,CXJ,2.2,539.13,862.61,1186.09,Normal,31,87%,Air Regional Connect,Hub-Regional,CRJ900
247,2022-08-08,IGZ,PVH,1.8,266.94,427.1,587.27,Normal,11,88%,Air Regional Connect,Regional-Regional,CRJ900
248,2019-01-24,BSB,SDU,2.0,512.07,819.31,1126.55,Alta,43,77%,Air Regional Connect,Hub-Regional,E190
249,2023-10-21,REC,PVH,1.9,456.3,730.08,1003.86,Normal,35,84%,Air Regional Connect,Hub-Regional,E195
250,2019-10-16,GRU,NVT,2.4,423.36,677.38,931.39,Normal,39,90%,Air Regional Connect,Hub-Regional,E195
251,2024-01-19,GRU,TBT,2.4,453.43,725.49,997.55,Alta,11,77%,Air Regional Connect,Hub-Regional,E190
252,2022-03-08,FOR,UBA,1.7,254.52,407.23,559.94,Normal,15,78%,Air Regional Connect,Hub-Regional,E190
253,2023-06-04,REC,SDU,1.5,366.67,586.67,806.67,Alta,32,79%,Air Regional Connect,Hub-Regional,E195
254,2024-05-22,GRU,TBT,2.5,627.6,1004.16,1380.72,Normal,24,83%,Air Regional Connect,Hub-Regional,E190
255,2021-06-02,PLU,RBR,1.5,376.93,603.09,829.25,Alta,37,60%,Air Regional Connect,Regional-Regional,ATR72
256,2024-04-07,POA,PMW,1.0,234.77,375.63,516.49,Normal,3,75%,Air Regional Connect,Hub-Regional,E190
257,2023-08-22,POA,CXJ,2.3,488.35,781.36,1074.37,Normal,22,80%,Air Regional Connect,Hub-Regional,E195
258,2023-10-19,FOR,BPS,1.4,222.02,355.23,488.44,Normal,24,90%,Air Regional Connect,Hub-Regional,E195
259,2019-02-23,GRU,SOD,1.8,428.93,686.29,943.65,Normal,20,70%,Air Regional Connect,Hub-Regional,CRJ900
260,2020-09-28,RBR,AJU,1.6,286.24,457.98,629.73,Normal,3,69%,Air Regional Connect,Regional-Regional,CRJ900
261,2020-07-08,GRU,PVH,0.8,174.95,279.92,384.89,Alta,5,68%,Air Regional Connect,Hub-Regional,ATR72
262,2019-02-07,GRU,RBR,1.2,198.85,318.16,437.47,Normal,33,80%,Air Regional Connect,Hub-Regional,E195
263,2022-12-08,FOR,SDU,0.9,284.92,455.87,626.82,Alta,37,79%,Air Regional Connect,Hub-Regional,ATR72
264,2024-11-28,FOR,RBR,2.2,449.71,719.54,989.36,Normal,26,90%,Air Regional Connect,Hub-Regional,E195
265,2022-08-18,BSB,SLZ,1.0,245.22,392.35,539.48,Normal,10,71%,Air Regional Connect,Hub-Regional,E190
266,2022-10-25,POA,NVT,1.0,175.56,280.9,386.23,Normal,12,72%,Air Regional Connect,Hub-Regional,CRJ900
267,2020-02-16,BSB,CGB,2.3,289.0,462.4,635.8,Normal,37,70%,Air Regional Connect,Hub-Regional,ATR72
268,2019-09-06,BSB,QDV,2.3,376.3,602.08,827.86,Normal,34,90%,Air Regional Connect,Hub-Regional,E190
269,2024-09-12,SOD,CGR,2.2,517.66,828.26,1138.85,Normal,26,75%,Air Regional Connect,Regional-Regional,ATR72
270,2021-03-12,BSB,PMW,2.1,235.98,377.57,519.16,Normal,33,72%,Air Regional Connect,Hub-Regional,E195
271,2023-08-12,POA,SLZ,1.4,258.87,414.19,569.51,Normal,7,74%,Air Regional Connect,Hub-Regional,E190
272,2021-09-11,BSB,BPS,2.2,371.76,594.82,817.87,Normal,8,74%,Air Regional Connect,Hub-Regional,CRJ900
273,2019-07-27,BSB,CGH,2.4,517.88,828.61,1139.34,Alta,17,88%,Air Regional Connect,Hub-Regional,E190
274,2023-11-13,GRU,SLZ,1.2,264.53,423.25,581.97,Normal,14,71%,Air Regional Connect,Hub-Regional,E195
275,2024-09-14,GRU,TBT,1.9,236.79,378.86,520.94,Normal,10,86%,Air Regional Connect,Hub-Regional,ATR72
276,2023-01-01,FOR,VIX,1.7,507.18,811.49,1115.8,Alta,24,70%,Air Regional Connect,Hub-Regional,CRJ900
277,2019-07-05,POA,VIX,1.5,372.74,596.38,820.03,Alta,24,80%,Air Regional Connect,Hub-Regional,E190
278,2021-11-03,BSB,CXJ,1.7,343.26,549.22,755.17,Normal,45,65%,Air Regional Connect,Hub-Regional,CRJ900
279,2024-10-01,REC,IGZ,0.9,200.6,320.96,441.32,Normal,27,73%,Air Regional Connect,Hub-Regional,ATR72
280,2020-08-18,FOR,PVH,1.5,316.67,506.67,696.67,Normal,22,51%,Air Regional Connect,Hub-Regional,ATR72
281,2023-03-21,REC,NVT,1.5,220.65,353.04,485.43,Normal,22,70%,Air Regional Connect,Hub-Regional,CRJ900
282,2022-08-20,REC,VIX,1.2,236.7,378.72,520.74,Normal,7,81%,Air Regional Connect,Hub-Regional,ATR72
283,2021-04-17,POA,QDV,1.4,262.99,420.78,578.58,Normal,25,73%,Air Regional Connect,Hub-Regional,E190
284,2022-06-21,BPS,THE,1.6,264.82,423.71,582.6,Alta,23,70%,Air Regional Connect,Regional-Regional,E195
285,2022-08-28,GRU,PLU,0.9,120.0,200.0,300.0,Normal,40,80%,Air Regional Connect,Hub-Regional,E190
286,2021-10-27,FOR,PVH,1.3,276.71,442.74,608.76,Normal,3,75%,Air Regional Connect,Hub-Regional,E190
287,2024-03-27,BSB,UBA,1.9,331.9,531.04,730.18,Normal,38,81%,Air Regional Connect,Hub-Regional,CRJ900
288,2019-11-22,GRU,IGZ,1.4,266.45,426.32,586.19,Normal,15,81%,Air Regional Connect,Hub-Regional,CRJ900
289,2019-10-01,THE,RBR,1.3,303.82,486.11,668.4,Normal,17,79%,Air Regional Connect,Regional-Regional,CRJ900
290,2019-10-10,FOR,SLZ,0.9,159.34,254.94,350.55,Normal,17,70%,Air Regional Connect,Hub-Regional,ATR72
291,2023-10-10,GRU,THE,2.3,571.39,914.22,1257.06,Normal,12,70%,Air Regional Connect,Hub-Regional,E190
292,2022-05-22,CGB,QDV,1.9,486.34,778.14,1069.95,Normal,6,77%,Air Regional Connect,Regional-Regional,E190
293,2022-01-08,BSB,THE,2.0,353.86,566.18,778.49,Alta,33,90%,Air Regional Connect,Hub-Regional,E195
294,2024-12-25,GRU,TBT,1.8,483.65,773.84,1064.03,Alta,18,83%,Air Regional Connect,Hub-Regional,E190
295,2019-04-08,REC,SLZ,2.5,396.57,634.51,872.45,Normal,20,81%,Air Regional Connect,Hub-Regional,ATR72
296,2024-10-03,BSB,BPS,1.1,193.67,309.87,426.07,Normal,44,77%,Air Regional Connect,Hub-Regional,CRJ900
297,2019-10-01,FOR,VIX,1.7,277.39,443.82,610.26,Normal,23,75%,Air Regional Connect,Hub-Regional,E195
298,2024-08-27,FOR,JPA,1.3,282.28,451.65,621.02,Normal,18,73%,Air Regional Connect,Hub-Regional,E195
299,2019-04-07,FOR,TBT,1.4,247.97,396.75,545.53,Normal,15,76%,Air Regional Connect,Hub-Regional,E190
300,2021-12-25,POA,NVT,1.2,272.37,435.79,599.21,Alta,18,78%,Air Regional Connect,Hub-Regional,E190
301,2022-10-12,GRU,PVH,1.4,372.98,596.77,820.56,Normal,32,77%,Air Regional Connect,Hub-Regional,E195
302,2019-10-27,BSB,PMW,1.0,180.01,288.02,396.02,Normal,45,88%,Air Regional Connect,Hub-Regional,E190
303,2019-06-25,BSB,UBA,1.9,287.48,459.97,632.46,Alta,38,85%,Air Regional Connect,Hub-Regional,E195
304,2021-11-09,GRU,BPS,1.9,260.48,416.77,573.06,Normal,8,80%,Air Regional Connect,Hub-Regional,CRJ900
305,2019-01-03,POA,PMW,1.7,265.59,424.94,584.3,Alta,40,76%,Air Regional Connect,Hub-Regional,CRJ900
306,2019-06-26,GRU,TBT,1.3,199.38,319.01,438.64,Alta,24,82%,Air Regional Connect,Hub-Regional,E195
307,2021-06-14,REC,BPS,1.1,240.98,385.57,530.16,Alta,33,63%,Air Regional Connect,Hub-Regional,E190
308,2021-04-07,POA,UBA,2.3,492.36,787.78,1083.19,Normal,27,62%,Air Regional Connect,Hub-Regional,CRJ900
309,2022-07-02,BSB,PLU,1.6,434.82,695.71,956.6,Alta,25,84%,Air Regional Connect,Hub-Regional,E190
310,2022-11-25,PLU,SDU,1.0,159.79,255.66,351.54,Normal,40,73%,Air Regional Connect,Regional-Regional,ATR72
311,2019-09-21,FOR,NVT,2.2,304.97,487.95,670.93,Normal,32,84%,Air Regional Connect,Hub-Regional,E190
312,2024-09-08,CGH,IGZ,1.3,294.79,471.66,648.54,Normal,43,74%,Air Regional Connect,Regional-Regional,E190
313,2023-03-09,REC,TBT,1.8,313.23,501.17,689.11,Normal,44,77%,Air Regional Connect,Hub-Regional,E190
314,2020-10-19,FOR,RBR,1.9,217.78,348.45,479.12,Normal,45,52%,Air Regional Connect,Hub-Regional,E190
315,2022-09-14,GRU,SOD,1.9,489.83,783.73,1077.63,Normal,8,79%,Air Regional Connect,Hub-Regional,E195
316,2019-09-16,BSB,QDV,2.2,483.7,773.92,1064.14,Normal,36,90%,Air Regional Connect,Hub-Regional,CRJ900
317,2024-07-03,XAP,QDV,2.0,560.13,896.21,1232.29,Alta,4,85%,Air Regional Connect,Regional-Regional,ATR72
318,2023-03-02,FOR,QDV,1.2,284.33,454.93,625.53,Normal,24,79%,Air Regional Connect,Hub-Regional,CRJ900
319,2023-09-26,POA,CXJ,2.5,414.11,662.58,911.04,Normal,21,84%,Air Regional Connect,Hub-Regional,E190
320,2020-10-12,PLU,JPA,2.0,368.39,589.42,810.46,Normal,40,50%,Air Regional Connect,Regional-Regional,E195
321,2022-05-13,POA,UBA,1.7,333.95,534.32,734.69,Normal,3,87%,Air Regional Connect,Hub-Regional,ATR72
322,2020-07-20,POA,BPS,1.2,155.8,249.28,342.76,Alta,20,50%,Air Regional Connect,Hub-Regional,CRJ900
323,2021-05-23,FOR,CGB,1.4,284.25,454.8,625.35,Normal,28,79%,Air Regional Connect,Hub-Regional,CRJ900
324,2021-01-19,REC,NVT,0.8,222.24,355.58,488.93,Alta,43,61%,Air Regional Connect,Hub-Regional,E190
325,2021-03-22,JPA,THE,2.0,349.04,558.46,767.89,Normal,37,78%,Air Regional Connect,Regional-Regional,E195
326,2023-02-27,POA,RBR,1.7,278.82,446.11,613.4,Normal,30,90%,Air Regional Connect,Hub-Regional,CRJ900
327,2019-11-27,GRU,VIX,2.1,562.16,899.46,1236.75,Normal,36,72%,Air Regional Connect,Hub-Regional,CRJ900
328,2022-01-26,REC,TBT,1.7,353.59,565.74,777.9,Alta,3,78%,Air Regional Connect,Hub-Regional,E195
329,2022-06-26,BSB,NVT,2.2,470.59,752.94,1035.3,Alta,22,88%,Air Regional Connect,Hub-Regional,E195
330,2023-02-14,GRU,BPS,1.5,346.26,554.02,761.77,Normal,8,88%,Air Regional Connect,Hub-Regional,CRJ900
331,2019-05-12,FOR,PLU,1.5,342.11,547.38,752.64,Normal,42,79%,Air Regional Connect,Hub-Regional,E190
332,2024-04-07,SOD,JPA,1.6,274.94,439.9,604.87,Normal,18,80%,Air Regional Connect,Regional-Regional,E195
333,2019-06-09,FOR,AJU,1.6,383.13,613.01,842.89,Alta,19,84%,Air Regional Connect,Hub-Regional,E195
334,2022-09-06,PVH,VIX,2.1,381.8,610.88,839.96,Normal,22,70%,Air Regional Connect,Regional-Regional,ATR72
335,2019-11-24,REC,PMW,1.4,205.27,328.43,451.59,Normal,24,80%,Air Regional Connect,Hub-Regional,E195
336,2023-09-12,BSB,UBA,1.2,201.54,322.46,443.39,Normal,29,78%,Air Regional Connect,Hub-Regional,ATR72
337,2019-06-15,FOR,IGZ,2.4,541.21,865.94,1190.66,Alta,43,82%,Air Regional Connect,Hub-Regional,ATR72
338,2021-05-24,FOR,PMW,1.9,283.27,453.23,623.19,Normal,42,72%,Air Regional Connect,Hub-Regional,E190
339,2023-04-08,PVH,IGZ,1.5,322.66,516.26,709.85,Normal,36,88%,Air Regional Connect,Regional-Regional,ATR72
340,2023-09-19,FOR,PLU,2.0,435.03,696.05,957.07,Normal,35,85%,Air Regional Connect,Hub-Regional,E190
341,2024-06-06,FOR,PLU,1.4,426.75,682.8,938.85,Alta,32,83%,Air Regional Connect,Hub-Regional,CRJ900
342,2021-05-16,GRU,PLU,1.4,184.75,295.6,406.45,Normal,26,66%,Air Regional Connect,Hub-Regional,E190
343,2019-10-17,FOR,SDU,1.5,337.43,539.89,742.35,Normal,27,81%,Air Regional Connect,Hub-Regional,E190
344,2023-02-20,REC,PLU,0.9,120.0,200.0,300.0,Normal,13,80%,Air Regional Connect,Hub-Regional,ATR72
345,2023-05-22,REC,SDU,1.0,200.5,320.8,441.1,Normal,30,76%,Air Regional Connect,Hub-Regional,E190
346,2022-05-18,BSB,SLZ,2.0,298.72,477.95,657.18,Normal,12,80%,Air Regional Connect,Hub-Regional,ATR72
347,2024-12-04,BSB,XAP,1.2,305.84,489.34,672.85,Alta,42,70%,Air Regional Connect,Hub-Regional,ATR72
348,2024-10-28,POA,NVT,0.8,138.39,221.42,304.46,Normal,44,78%,Air Regional Connect,Hub-Regional,E195
349,2024-10-23,REC,CGH,1.2,279.31,446.9,614.48,Normal,3,89%,Air Regional Connect,Hub-Regional,E190
350,2019-01-26,CXJ,SLZ,1.7,344.27,550.83,757.39,Alta,37,74%,Air Regional Connect,Regional-Regional,E190
351,2021-05-05,BSB,THE,1.7,366.12,585.79,805.46,Normal,18,67%,Air Regional Connect,Hub-Regional,E195
352,2024-03-12,NVT,THE,1.3,299.44,479.1,658.77,Normal,28,90%,Air Regional Connect,Regional-Regional,E190
353,2023-02-07,BSB,AJU,1.5,384.31,614.9,845.48,Normal,36,70%,Air Regional Connect,Hub-Regional,CRJ900
354,2021-07-25,FOR,VIX,2.2,513.74,821.98,1130.23,Alta,30,70%,Air Regional Connect,Hub-Regional,E190
355,2022-06-26,POA,AJU,2.5,563.88,902.21,1240.54,Alta,27,85%,Air Regional Connect,Hub-Regional,E195
356,2020-09-01,BSB,BPS,0.8,159.57,255.31,351.05,Normal,8,70%,Air Regional Connect,Hub-Regional,CRJ900
357,2022-09-19,FOR,THE,1.0,215.52,344.83,474.14,Normal,25,87%,Air Regional Connect,Hub-Regional,E195
358,2022-04-10,QDV,CGH,1.4,217.37,347.79,478.21,Normal,16,82%,Air Regional Connect,Regional-Regional,ATR72
359,2023-10-04,PLU,SOD,0.8,120.0,200.0,300.0,Normal,21,77%,Air Regional Connect,Regional-Regional,ATR72
360,2023-03-28,REC,NVT,2.0,252.26,403.62,554.97,Normal,17,73%,Air Regional Connect,Hub-Regional,ATR72
361,2021-05-22,BSB,VIX,1.8,271.19,433.9,596.62,Normal,10,70%,Air Regional Connect,Hub-Regional,E190
362,2020-05-15,GRU,PVH,1.5,278.65,445.84,613.03,Normal,26,70%,Air Regional Connect,Hub-Regional,CRJ900
363,2019-08-12,GRU,TBT,2.1,354.64,567.42,780.21,Normal,6,81%,Air Regional Connect,Hub-Regional,E195
364,2022-03-04,POA,PMW,1.6,204.67,327.47,450.27,Normal,8,72%,Air Regional Connect,Hub-Regional,CRJ900
365,2022-02-18,NVT,CXJ,2.0,395.03,632.05,869.07,Normal,29,74%,Air Regional Connect,Regional-Regional,E190
366,2024-06-20,POA,PVH,1.7,449.93,719.89,989.85,Alta,13,75%,Air Regional Connect,Hub-Regional,CRJ900
367,2021-04-19,BSB,RBR,0.9,211.21,337.94,464.66,Normal,18,65%,Air Regional Connect,Hub-Regional,E195
368,2023-08-11,PMW,AJU,1.3,315.57,504.91,694.25,Normal,5,80%,Air Regional Connect,Regional-Regional,E190
369,2021-12-04,IGZ,UBA,1.4,275.86,441.38,606.89,Alta,41,70%,Air Regional Connect,Regional-Regional,ATR72
370,2020-03-16,SDU,IGZ,1.5,212.9,340.64,468.38,Normal,20,60%,Air Regional Connect,Regional-Regional,CRJ900
371,2021-08-08,REC,THE,1.0,147.54,236.06,324.59,Normal,12,62%,Air Regional Connect,Hub-Regional,ATR72
372,2023-03-13,GRU,AJU,1.1,143.93,230.29,316.65,Normal,20,85%,Air Regional Connect,Hub-Regional,ATR72
373,2023-08-27,PLU,SOD,0.9,215.08,344.13,473.18,Normal,22,76%,Air Regional Connect,Regional-Regional,E195
374,2024-08-06,GRU,SLZ,1.0,157.74,252.38,347.03,Normal,31,83%,Air Regional Connect,Hub-Regional,ATR72
375,2024-05-28,GRU,IGZ,1.5,342.66,548.26,753.85,Normal,11,74%,Air Regional Connect,Hub-Regional,E190
376,2024-07-08,REC,SOD,1.2,356.08,569.73,783.38,Alta,20,74%,Air Regional Connect,Hub-Regional,E190
377,2023-11-06,GRU,NVT,1.1,145.46,232.74,320.01,Normal,29,76%,Air Regional Connect,Hub-Regional,E190
378,2020-01-06,QDV,XAP,1.4,240.9,385.44,529.98,Alta,23,65%,Air Regional Connect,Regional-Regional,CRJ900
379,2023-12-13,POA,CGB,2.4,494.86,791.78,1088.69,Alta,22,83%,Air Regional Connect,Hub-Regional,E190
380,2019-01-25,BSB,SDU,2.4,577.71,924.34,1270.96,Alta,37,80%,Air Regional Connect,Hub-Regional,E195
381,2019-11-04,POA,PLU,2.3,384.91,615.86,846.8,Normal,24,75%,Air Regional Connect,Hub-Regional,E190
382,2019-12-04,REC,RBR,1.0,203.74,325.98,448.23,Alta,5,87%,Air Regional Connect,Hub-Regional,CRJ900
383,2021-11-16,REC,RBR,1.3,213.63,341.81,469.99,Normal,13,76%,Air Regional Connect,Hub-Regional,E195
384,2020-07-09,REC,PMW,2.1,378.22,605.15,832.08,Alta,17,70%,Air Regional Connect,Hub-Regional,ATR72
385,2020-03-23,REC,PLU,0.9,189.14,302.62,416.11,Normal,38,56%,Air Regional Connect,Hub-Regional,CRJ900
386,2022-08-03,POA,THE,2.2,340.73,545.17,749.61,Normal,8,70%,Air Regional Connect,Hub-Regional,E190
387,2021-08-06,AJU,RBR,1.3,167.33,267.73,368.13,Normal,5,79%,Air Regional Connect,Regional-Regional,E195
388,2022-03-02,FOR,CGB,1.4,344.96,551.94,758.91,Normal,30,88%,Air Regional Connect,Hub-Regional,ATR72
389,2024-10-04,FOR,IGZ,1.5,376.15,601.84,827.53,Normal,16,80%,Air Regional Connect,Hub-Regional,E195
390,2020-06-28,GRU,CGH,1.5,190.46,304.74,419.01,Alta,15,66%,Air Regional Connect,Hub-Regional,E195
391,2022-07-19,POA,UBA,2.2,667.3,1067.68,1468.06,Alta,14,90%,Air Regional Connect,Hub-Regional,E190
392,2021-06-28,BSB,CGR,1.8,341.8,546.88,751.96,Alta,10,72%,Air Regional Connect,Hub-Regional,E195
393,2021-07-23,POA,PLU,1.9,466.79,746.86,1026.94,Alta,39,62%,Air Regional Connect,Hub-Regional,ATR72
394,2020-05-11,BSB,CXJ,1.7,266.99,427.18,587.38,Normal,31,57%,Air Regional Connect,Hub-Regional,E195
395,2019-06-08,GRU,SOD,2.1,432.93,692.69,952.45,Alta,42,87%,Air Regional Connect,Hub-Regional,CRJ900
396,2022-06-26,POA,UBA,1.5,371.44,594.3,817.17,Alta,25,73%,Air Regional Connect,Hub-Regional,E190
397,2024-09-03,POA,CGH,1.6,229.4,367.04,504.68,Normal,45,82%,Air Regional Connect,Hub-Regional,CRJ900
398,2021-08-27,REC,TBT,1.4,326.9,523.04,719.18,Normal,5,79%,Air Regional Connect,Hub-Regional,E190
399,2021-04-19,REC,XAP,2.0,407.51,652.02,896.52,Normal,33,72%,Air Regional Connect,Hub-Regional,ATR72
400,2024-06-26,POA,RBR,1.1,221.78,354.85,487.92,Alta,29,90%,Air Regional Connect,Hub-Regional,ATR72
401,2019-01-04,BSB,CGB,1.3,322.35,515.76,709.17,Alta,14,82%,Air Regional Connect,Hub-Regional,E195
402,2022-12-05,REC,AJU,0.8,178.27,285.23,392.19,Alta,19,88%,Air Regional Connect,Hub-Regional,E190
403,2022-07-10,REC,SOD,1.5,355.28,568.45,781.62,Alta,14,85%,Air Regional Connect,Hub-Regional,E190
404,2023-11-21,GRU,BPS,1.7,244.47,391.15,537.83,Normal,41,77%,Air Regional Connect,Hub-Regional,ATR72
405,2019-03-12,FOR,CGR,1.5,332.57,532.11,731.65,Normal,36,90%,Air Regional Connect,Hub-Regional,CRJ900
406,2022-05-03,THE,PMW,1.5,328.28,525.25,722.22,Normal,5,84%,Air Regional Connect,Regional-Regional,E195
407,2023-06-12,REC,THE,0.9,165.5,264.8,364.1,Alta,13,78%,Air Regional Connect,Hub-Regional,ATR72
408,2021-06-04,VIX,XAP,1.6,342.81,548.5,754.18,Alta,8,63%,Air Regional Connect,Regional-Regional,E195
409,2019-04-27,REC,VIX,1.1,217.5,348.0,478.5,Normal,38,87%,Air Regional Connect,Hub-Regional,E190
410,2024-06-22,FOR,CGB,1.1,278.93,446.29,613.65,Alta,5,87%,Air Regional Connect,Hub-Regional,CRJ900
411,2021-02-02,REC,PLU,1.5,221.9,355.04,488.18,Normal,38,66%,Air Regional Connect,Hub-Regional,ATR72
412,2019-07-12,BSB,RBR,2.2,383.22,613.15,843.08,Alta,11,78%,Air Regional Connect,Hub-Regional,CRJ900
413,2021-02-06,POA,CGR,0.9,194.39,311.02,427.66,Normal,39,71%,Air Regional Connect,Hub-Regional,E190
414,2020-06-13,FOR,QDV,1.8,220.09,352.14,484.2,Alta,30,70%,Air Regional Connect,Hub-Regional,CRJ900
415,2020-10-23,REC,TBT,1.4,237.48,379.97,522.46,Normal,7,61%,Air Regional Connect,Hub-Regional,E190
416,2023-10-11,FOR,VIX,1.9,327.64,524.22,720.81,Normal,39,88%,Air Regional Connect,Hub-Regional,CRJ900
417,2020-01-08,BSB,CGB,1.6,198.92,318.27,437.62,Alta,38,61%,Air Regional Connect,Hub-Regional,E190
418,2019-01-23,BSB,CXJ,2.5,465.18,744.29,1023.4,Alta,8,72%,Air Regional Connect,Hub-Regional,E190
419,2023-08-01,POA,PMW,1.5,358.74,573.98,789.23,Normal,11,72%,Air Regional Connect,Hub-Regional,CRJ900
420,2019-03-26,REC,THE,1.9,274.76,439.62,604.47,Normal,30,87%,Air Regional Connect,Hub-Regional,ATR72
421,2022-03-19,GRU,BPS,0.9,173.29,277.26,381.24,Normal,8,75%,Air Regional Connect,Hub-Regional,CRJ900
422,2024-02-14,FOR,CGB,1.9,453.17,725.07,996.97,Normal,41,82%,Air Regional Connect,Hub-Regional,E190
423,2021-02-15,GRU,VIX,1.2,238.58,381.73,524.88,Normal,7,62%,Air Regional Connect,Hub-Regional,CRJ900
424,2020-10-08,BSB,SOD,2.4,244.84,391.74,538.65,Normal,40,56%,Air Regional Connect,Hub-Regional,E190
425,2023-08-19,POA,PVH,1.7,277.06,443.3,609.53,Normal,39,78%,Air Regional Connect,Hub-Regional,CRJ900
426,2021-06-02,FOR,QDV,1.0,247.94,396.7,545.47,Alta,44,78%,Air Regional Connect,Hub-Regional,E195
427,2023-01-05,REC,CGH,2.1,411.27,658.03,904.79,Alta,33,88%,Air Regional Connect,Hub-Regional,CRJ900
428,2023-08-27,BSB,AJU,1.4,185.25,296.4,407.55,Normal,39,72%,Air Regional Connect,Hub-Regional,ATR72
429,2019-03-21,FOR,THE,2.2,323.74,517.98,712.23,Normal,19,90%,Air Regional Connect,Hub-Regional,E190
430,2022-10-27,REC,SOD,0.9,224.72,359.55,494.38,Normal,30,77%,Air Regional Connect,Hub-Regional,CRJ900
431,2019-09-24,REC,SLZ,2.5,513.5,821.6,1129.7,Normal,30,85%,Air Regional Connect,Hub-Regional,CRJ900
432,2021-10-08,FOR,CGR,1.6,257.87,412.59,567.31,Normal,10,65%,Air Regional Connect,Hub-Regional,E190
433,2020-01-16,GRU,CGR,1.0,138.95,222.32,305.69,Alta,3,70%,Air Regional Connect,Hub-Regional,ATR72
434,2021-09-26,GRU,SDU,2.4,393.31,629.3,865.28,Normal,18,69%,Air Regional Connect,Hub-Regional,E190
435,2021-03-04,REC,XAP,1.0,138.47,221.55,304.63,Normal,11,68%,Air Regional Connect,Hub-Regional,E190
436,2024-03-02,GRU,CGB,1.1,250.04,400.06,550.09,Normal,16,72%,Air Regional Connect,Hub-Regional,ATR72
437,2019-12-28,POA,QDV,1.1,162.61,260.18,357.74,Alta,37,86%,Air Regional Connect,Hub-Regional,E190
438,2020-05-23,SLZ,PLU,1.1,122.37,200.0,300.0,Normal,31,51%,Air Regional Connect,Regional-Regional,CRJ900
